rider_id,age,ratings,restaurant_latitude,restaurant_longitude,delivery_latitude,delivery_longitude,order_date,weather,traffic,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,city_type,time_taken,city_name,order_day,order_month,order_day_of_week,is_weekend,pickup_time_minutes,order_time_hour,order_time_of_day,distance,distance_type
KOCRES05DEL02 ,21.0,4.9,9.970717,76.285447,10.100717,76.415447,12-02-2022,windy,low,2,drinks,motorcycle,1.0,no,metropolitian,14,KOC,12,2,saturday,1,10.0,22.0,night,20.287143464812583,very_long
RANCHIRES20DEL01 ,39.0,4.8,23.39925,85.390464,23.43925,85.430464,19-03-2022,fog,medium,1,buffet,motorcycle,1.0,no,urban,16,RANCHI,19,3,saturday,1,5.0,15.0,afternoon,6.036610249816451,medium
CHENRES05DEL01 ,21.0,4.5,13.058616,80.264151,13.128616,80.334151,29-03-2022,sandstorms,medium,1,buffet,scooter,0.0,no,metropolitian,15,CHEN,29,3,tuesday,0,5.0,18.0,evening,10.865584127340643,long
AGRRES09DEL02 ,28.0,4.9,,,,,14-02-2022,fog,medium,2,buffet,motorcycle,1.0,no,metropolitian,34,AGR,14,2,monday,0,15.0,17.0,afternoon,,
MUMRES14DEL03 ,28.0,5.0,19.1813,72.836191,19.2713,72.926191,06-04-2022,cloudy,jam,1,buffet,scooter,1.0,no,urban,34,MUM,6,4,wednesday,0,15.0,20.0,evening,13.763778584951167,long
CHENRES010DEL02 ,,,13.066762,80.251865,13.086762,80.271865,03-04-2022,cloudy,high,1,snack,motorcycle,1.0,no,metropolitian,21,CHEN,3,4,sunday,1,,,,3.104556052438096,short
GOARES17DEL01 ,39.0,4.9,15.496162,73.825364,15.506162,73.835364,11-02-2022,cloudy,low,2,buffet,motorcycle,0.0,no,urban,15,GOA,11,2,friday,0,10.0,8.0,morning,1.5441981810254255,short
COIMBRES16DEL01 ,31.0,4.7,11.010375,76.95295,11.050375,76.99295,30-03-2022,fog,medium,2,buffet,motorcycle,0.0,no,metropolitian,16,COIMB,30,3,wednesday,0,15.0,17.0,afternoon,6.232303380306801,medium
MYSRES15DEL02 ,26.0,4.7,12.352058,76.60665,12.482058,76.73665,12-03-2022,sunny,low,0,buffet,motorcycle,0.0,no,urban,22,MYS,12,3,saturday,1,15.0,22.0,night,20.20525323529291,very_long
KOCRES17DEL03 ,22.0,4.9,9.959778,76.296106,10.019778,76.356106,17-02-2022,sunny,medium,1,drinks,motorcycle,1.0,no,metropolitian,12,KOC,17,2,thursday,0,5.0,19.0,evening,9.363950447566975,medium
JAPRES02DEL02 ,35.0,4.9,26.914142,75.805704,26.964142,75.855704,17-03-2022,fog,low,0,drinks,motorcycle,1.0,no,urban,25,JAP,17,3,thursday,0,15.0,23.0,night,7.448298968601334,medium
PUNERES06DEL03 ,34.0,4.9,18.546258,73.904337,18.576258,73.934337,11-03-2022,cloudy,jam,0,buffet,motorcycle,1.0,no,metropolitian,25,PUNE,11,3,friday,0,10.0,20.0,evening,4.596543327364382,short
KOCRES19DEL01 ,35.0,4.0,9.960846,76.293936,10.070846,76.403936,14-02-2022,cloudy,jam,1,drinks,motorcycle,1.0,no,metropolitian,38,KOC,14,2,monday,0,10.0,22.0,night,17.166563216377746,very_long
VADRES14DEL01 ,26.0,4.7,22.311603,73.165012,22.421603,73.275012,04-04-2022,fog,low,2,meal,scooter,0.0,no,metropolitian,21,VAD,4,4,monday,0,5.0,23.0,night,16.65990378949706,very_long
BANGRES16DEL01 ,34.0,3.5,13.029198,77.570997,13.139198,77.680997,14-03-2022,stormy,medium,2,meal,electric_scooter,0.0,no,metropolitian,35,BANG,14,3,monday,0,15.0,18.0,evening,17.074806111801863,very_long
SURRES18DEL03 ,39.0,4.6,21.149834,72.778666,21.239834,72.868666,08-03-2022,sunny,jam,0,meal,motorcycle,1.0,no,urban,28,SUR,8,3,tuesday,0,15.0,19.0,evening,13.68250488691661,long
RANCHIRES02DEL01 ,23.0,4.7,,,,,31-03-2022,sandstorms,low,2,snack,motorcycle,1.0,no,metropolitian,12,RANCHI,31,3,thursday,0,15.0,23.0,night,,
MUMRES13DEL01 ,26.0,4.7,19.178321,72.834715,19.288321,72.944715,14-03-2022,sandstorms,jam,1,drinks,motorcycle,,no,metropolitian,19,MUM,14,3,monday,0,10.0,19.0,evening,16.822056546203214,very_long
INDORES16DEL02 ,25.0,4.6,22.744648,75.894377,22.794648,75.944377,17-03-2022,windy,medium,0,meal,motorcycle,1.0,no,metropolitian,19,INDO,17,3,thursday,0,10.0,17.0,afternoon,7.562501497648588,medium
INDORES07DEL03 ,38.0,4.9,22.722634,75.886959,22.782634,75.946959,13-03-2022,stormy,medium,2,buffet,electric_scooter,1.0,no,metropolitian,29,INDO,13,3,sunday,1,15.0,17.0,afternoon,9.075521306663484,medium
COIMBRES04DEL03 ,23.0,4.9,11.024839,77.007003,11.084839,77.067003,03-03-2022,stormy,medium,1,drinks,scooter,0.0,no,metropolitian,26,COIMB,3,3,thursday,0,5.0,18.0,evening,9.348072739621905,medium
PUNERES11DEL01 ,21.0,4.8,18.533811,73.899315,18.643811,74.009315,14-03-2022,windy,jam,1,drinks,motorcycle,1.0,no,metropolitian,21,PUNE,14,3,monday,0,10.0,19.0,evening,16.85270156392274,very_long
BANGRES06DEL02 ,,,12.979096,77.640625,13.029096,77.690625,30-03-2022,sandstorms,jam,2,snack,scooter,1.0,no,metropolitian,29,BANG,30,3,wednesday,0,5.0,19.0,evening,7.762500242365753,medium
RANCHIRES07DEL03 ,27.0,4.7,23.359407,85.325055,23.389407,85.355055,03-03-2022,sunny,low,0,snack,motorcycle,0.0,no,metropolitian,13,RANCHI,3,3,thursday,0,15.0,22.0,night,4.528158738548494,short
RANCHIRES07DEL01 ,31.0,4.6,23.359407,85.325055,23.369407,85.335055,30-03-2022,sandstorms,low,1,snack,motorcycle,1.0,no,metropolitian,21,RANCHI,30,3,wednesday,0,10.0,9.0,morning,1.5094383155993516,short
PUNERES02DEL03 ,32.0,3.9,18.55144,73.804855,18.64144,73.894855,18-03-2022,sandstorms,jam,2,drinks,scooter,1.0,no,metropolitian,36,PUNE,18,3,friday,0,5.0,21.0,night,13.788282220013778,long
KOCRES07DEL01 ,27.0,4.9,9.985697,76.281128,10.055697,76.351128,12-02-2022,stormy,medium,1,drinks,motorcycle,1.0,no,metropolitian,18,KOC,12,2,saturday,1,10.0,18.0,evening,10.924096705034929,long
KOCRES08DEL02 ,39.0,4.8,9.985497,76.276999,10.065497,76.356999,16-02-2022,fog,jam,1,buffet,motorcycle,1.0,yes,metropolitian,41,KOC,16,2,wednesday,0,15.0,20.0,evening,12.484590809975487,long
HYDRES04DEL03 ,36.0,4.4,17.411028,78.329645,17.441028,78.359645,24-03-2022,cloudy,medium,0,buffet,motorcycle,1.0,no,metropolitian,33,HYD,24,3,thursday,0,5.0,17.0,afternoon,4.610613705052655,short
PUNERES07DEL03 ,27.0,4.0,18.546947,73.900626,18.636947,73.990626,04-03-2022,cloudy,medium,1,snack,motorcycle,1.0,no,metropolitian,38,PUNE,4,3,friday,0,15.0,18.0,evening,13.7884543583669,long
LUDHRES13DEL03 ,34.0,4.9,30.893234,75.82172,31.033234,75.96172,14-02-2022,stormy,low,1,buffet,scooter,1.0,no,metropolitian,28,LUDH,14,2,monday,0,5.0,22.0,night,20.506920853845727,very_long
PUNERES11DEL03 ,32.0,4.9,18.533811,73.899315,18.623811,73.989315,06-04-2022,sandstorms,medium,1,snack,motorcycle,1.0,no,metropolitian,30,PUNE,6,4,wednesday,0,10.0,17.0,afternoon,13.788957415778517,long
CHENRES02DEL02 ,,,13.086438,80.220672,13.216439,80.350672,04-04-2022,stormy,low,0,drinks,motorcycle,1.0,no,metropolitian,23,CHEN,4,4,monday,0,,,,20.176709024393567,very_long
CHENRES14DEL02 ,35.0,4.9,13.026279,80.174568,13.106279,80.254568,02-03-2022,sandstorms,jam,2,buffet,motorcycle,1.0,no,metropolitian,27,CHEN,2,3,wednesday,0,5.0,21.0,night,12.41848049973811,long
HYDRES11DEL03 ,28.0,4.8,17.430448,78.418213,17.460448,78.448213,03-04-2022,fog,low,1,buffet,scooter,1.0,no,urban,16,HYD,3,4,sunday,1,15.0,22.0,night,4.6103798439313035,short
PUNERES11DEL01 ,28.0,4.8,18.533811,73.899315,18.573811,73.939315,13-03-2022,stormy,medium,0,meal,motorcycle,1.0,no,metropolitian,20,PUNE,13,3,sunday,1,5.0,16.0,afternoon,6.128850978538233,medium
VADRES04DEL01 ,30.0,4.7,,,,,20-03-2022,cloudy,jam,0,drinks,motorcycle,2.0,yes,metropolitian,42,VAD,20,3,sunday,1,15.0,21.0,night,,
JAPRES05DEL01 ,28.0,4.5,26.905287,75.794592,26.945287,75.834592,03-04-2022,cloudy,medium,2,meal,scooter,1.0,no,metropolitian,19,JAP,3,4,sunday,1,15.0,16.0,afternoon,5.958963420481106,medium
SURRES05DEL02 ,36.0,5.0,21.175104,72.804342,21.225104,72.854342,01-04-2022,sandstorms,jam,2,snack,scooter,0.0,no,metropolitian,31,SUR,1,4,friday,0,15.0,21.0,night,7.601265908224463,medium
BHPRES05DEL03 ,35.0,4.2,23.214459,77.434976,23.304459,77.524976,16-02-2022,cloudy,low,0,meal,motorcycle,1.0,no,metropolitian,37,BHP,16,2,wednesday,0,5.0,23.0,night,13.589850479505698,long
SURRES19DEL02 ,,,21.149669,72.772629,21.169669,72.792629,01-03-2022,stormy,low,2,drinks,scooter,1.0,no,metropolitian,15,SUR,1,3,tuesday,0,10.0,10.0,morning,3.0408931296411703,short
MUMRES11DEL01 ,22.0,4.9,18.994237,72.825553,19.034237,72.865553,11-03-2022,windy,high,0,buffet,motorcycle,0.0,no,metropolitian,15,MUM,11,3,friday,0,5.0,14.0,afternoon,6.120938502923837,medium
INDORES02DEL02 ,39.0,4.6,22.651847,75.881991,22.781847,76.011991,25-03-2022,stormy,jam,1,buffet,motorcycle,0.0,no,metropolitian,27,INDO,25,3,friday,0,15.0,21.0,night,19.66599261171412,very_long
RANCHIRES03DEL01 ,37.0,4.6,,,,,27-03-2022,sandstorms,low,0,buffet,motorcycle,0.0,no,,28,RANCHI,27,3,sunday,1,15.0,23.0,night,,
HYDRES06DEL02 ,25.0,4.5,17.455894,78.375467,17.475894,78.395467,21-03-2022,cloudy,high,0,meal,motorcycle,0.0,no,metropolitian,25,HYD,21,3,monday,0,10.0,11.0,morning,3.0734222587643045,short
DEHRES15DEL01 ,29.0,4.7,,,,,12-02-2022,cloudy,low,1,drinks,scooter,1.0,no,metropolitian,20,DEH,12,2,saturday,1,15.0,22.0,night,,
BANGRES04DEL03 ,20.0,4.9,12.98041,77.640489,13.04041,77.700489,01-03-2022,sandstorms,jam,0,buffet,motorcycle,1.0,no,metropolitian,25,BANG,1,3,tuesday,0,5.0,22.0,night,9.31488473286169,medium
BANGRES08DEL03 ,22.0,4.6,12.906229,77.596791,12.966229,77.656791,13-03-2022,sandstorms,low,1,buffet,scooter,0.0,no,metropolitian,19,BANG,13,3,sunday,1,15.0,22.0,night,9.316238098535406,medium
VADRES08DEL02 ,29.0,4.5,,,,,28-03-2022,windy,low,1,drinks,scooter,0.0,no,urban,12,VAD,28,3,monday,0,10.0,10.0,morning,,
HYDRES05DEL02 ,29.0,4.9,17.433809,78.386744,17.513809,78.466744,25-03-2022,sunny,jam,1,meal,scooter,0.0,no,urban,10,HYD,25,3,friday,0,5.0,20.0,evening,12.29343378697411,long
PUNERES05DEL02 ,28.0,5.0,18.543626,73.905101,18.673626,74.035101,06-04-2022,stormy,jam,1,drinks,motorcycle,1.0,no,metropolitian,16,PUNE,6,4,wednesday,0,15.0,19.0,evening,19.915731481294102,very_long
SURRES11DEL02 ,27.0,4.8,21.157735,72.768778,21.287735,72.898778,06-03-2022,windy,jam,1,meal,motorcycle,1.0,no,metropolitian,27,SUR,6,3,sunday,1,15.0,21.0,night,19.76188003558724,very_long
VADRES11DEL01 ,36.0,3.7,22.308096,73.167753,22.378096,73.237753,20-03-2022,fog,low,1,drinks,motorcycle,0.0,no,metropolitian,31,VAD,20,3,sunday,1,5.0,23.0,night,10.60258238247256,long
COIMBRES20DEL01 ,34.0,4.6,10.994136,76.963303,11.034136,77.003303,11-03-2022,stormy,high,1,drinks,scooter,1.0,no,urban,33,COIMB,11,3,friday,0,10.0,14.0,afternoon,6.232472211118879,medium
MYSRES05DEL01 ,26.0,4.5,12.323978,76.627961,12.363978,76.667961,07-03-2022,sandstorms,high,0,drinks,motorcycle,0.0,no,urban,23,MYS,7,3,monday,0,15.0,12.0,morning,6.217851597564986,medium
MYSRES07DEL02 ,30.0,4.6,12.325461,76.632278,12.375461,76.682278,26-03-2022,cloudy,low,1,snack,scooter,0.0,no,urban,15,MYS,26,3,saturday,1,5.0,22.0,night,7.772220444452982,medium
BANGRES02DEL03 ,27.0,2.7,12.970221,77.645396,13.060221,77.735396,18-03-2022,sunny,low,2,drinks,scooter,1.0,no,metropolitian,33,BANG,18,3,friday,0,10.0,23.0,night,13.972194586930332,long
MUMRES11DEL03 ,36.0,4.6,18.994237,72.825553,19.054237,72.885553,13-03-2022,fog,jam,0,buffet,motorcycle,1.0,no,metropolitian,28,MUM,13,3,sunday,1,10.0,21.0,night,9.181146899051038,medium
INDORES07DEL01 ,37.0,4.6,22.722634,75.886959,22.792634,75.956959,04-03-2022,sunny,jam,2,meal,scooter,1.0,no,metropolitian,30,INDO,4,3,friday,0,5.0,19.0,evening,10.587929946825927,long
KOCRES09DEL01 ,22.0,4.9,10.000706,76.349516,10.070706,76.419516,18-02-2022,windy,jam,2,meal,motorcycle,1.0,no,urban,28,KOC,18,2,friday,0,15.0,21.0,night,10.923847584667756,long
VADRES05DEL03 ,27.0,5.0,22.310526,73.170937,22.340526,73.200937,09-03-2022,sandstorms,low,2,buffet,scooter,,no,urban,17,VAD,9,3,wednesday,0,10.0,23.0,night,4.544228016639666,short
MYSRES04DEL02 ,,,12.3085,76.665808,12.3885,76.745808,31-03-2022,sunny,medium,1,buffet,motorcycle,0.0,no,urban,14,MYS,31,3,thursday,0,15.0,17.0,afternoon,12.435597855540221,long
INDORES13DEL01 ,36.0,4.8,22.745049,75.892471,22.815049,75.962471,02-04-2022,stormy,medium,2,meal,motorcycle,1.0,no,urban,21,INDO,2,4,saturday,1,15.0,18.0,evening,10.58713106938149,long
KNPRES02DEL03 ,20.0,4.9,26.471617,80.313564,26.611617,80.453564,18-02-2022,windy,low,1,meal,scooter,0.0,no,metropolitian,11,KNP,18,2,friday,0,10.0,23.0,night,20.8876039640118,very_long
HYDRES07DEL02 ,24.0,4.8,17.424114,78.347554,17.474114,78.397554,24-03-2022,windy,medium,0,buffet,motorcycle,1.0,no,metropolitian,22,HYD,24,3,thursday,0,15.0,17.0,afternoon,7.683892680377775,medium
AGRRES18DEL03 ,23.0,4.7,27.161694,78.034714,27.251694,78.124714,16-02-2022,sandstorms,low,0,snack,motorcycle,1.0,no,metropolitian,17,AGR,16,2,wednesday,0,15.0,22.0,night,13.392793466306026,long
INDORES01DEL03 ,37.0,4.7,22.695207,75.866059,22.755207,75.926059,24-03-2022,stormy,medium,2,snack,electric_scooter,1.0,no,metropolitian,25,INDO,24,3,thursday,0,15.0,18.0,evening,9.076358225887674,medium
PUNERES09DEL01 ,28.0,4.9,18.536562,73.896485,18.646562,74.006485,18-03-2022,sandstorms,jam,2,snack,scooter,0.0,no,urban,24,PUNE,18,3,friday,0,5.0,19.0,evening,16.852572769450653,very_long
BANGRES17DEL02 ,32.0,4.9,12.972532,77.608179,12.992532,77.628179,03-03-2022,windy,low,1,buffet,scooter,1.0,no,metropolitian,29,BANG,3,3,thursday,0,15.0,10.0,morning,3.1051314775458967,short
SURRES010DEL01 ,29.0,5.0,21.17106,72.789292,21.21106,72.829292,07-03-2022,cloudy,high,2,drinks,motorcycle,1.0,no,metropolitian,21,SUR,7,3,monday,0,15.0,13.0,afternoon,6.081185877714606,medium
SURRES13DEL01 ,31.0,4.0,21.170096,72.789122,21.180096,72.799122,17-03-2022,stormy,high,2,snack,electric_scooter,1.0,no,metropolitian,31,SUR,17,3,thursday,0,10.0,11.0,morning,1.5203728379727393,short
HYDRES06DEL02 ,35.0,5.0,17.455894,78.375467,17.535894,78.455467,06-04-2022,sandstorms,low,2,buffet,scooter,1.0,no,metropolitian,15,HYD,6,4,wednesday,0,5.0,23.0,night,12.292722741488559,long
BANGRES04DEL02 ,23.0,4.3,12.98041,77.640489,13.06041,77.720489,20-03-2022,cloudy,jam,2,drinks,scooter,2.0,no,metropolitian,40,BANG,20,3,sunday,1,5.0,20.0,evening,12.41960204102968,long
MYSRES01DEL02 ,25.0,5.0,12.311072,76.654878,12.391072,76.734878,08-03-2022,stormy,low,2,snack,scooter,0.0,no,urban,12,MYS,8,3,tuesday,0,5.0,23.0,night,12.43553817483687,long
HYDRES18DEL01 ,20.0,4.7,17.450851,78.379347,17.520851,78.449347,02-04-2022,cloudy,medium,0,meal,motorcycle,0.0,no,metropolitian,32,HYD,2,4,saturday,1,15.0,18.0,evening,10.756415548797705,long
DEHRES13DEL01 ,38.0,4.6,30.366322,78.070453,30.476322,78.180453,12-02-2022,windy,medium,2,meal,scooter,1.0,no,urban,25,DEH,12,2,saturday,1,15.0,18.0,evening,16.151082472320265,very_long
HYDRES04DEL03 ,25.0,5.0,17.411028,78.329645,17.501028,78.419645,04-03-2022,sunny,jam,2,buffet,electric_scooter,1.0,,,12,HYD,4,3,friday,0,15.0,20.0,evening,13.830756172608513,long
LUDHRES12DEL03 ,36.0,4.7,30.893244,75.821817,31.033244,75.961817,16-02-2022,sandstorms,jam,1,snack,scooter,1.0,no,urban,29,LUDH,16,2,wednesday,0,15.0,20.0,evening,20.5069199439073,very_long
LUDHRES15DEL01 ,35.0,4.4,30.899584,75.809346,30.939584,75.849346,11-02-2022,windy,high,0,buffet,motorcycle,0.0,no,metropolitian,33,LUDH,11,2,friday,0,10.0,13.0,afternoon,5.860255823072172,medium
BANGRES16DEL01 ,36.0,4.9,13.029198,77.570997,13.039198,77.580997,01-04-2022,sandstorms,low,2,buffet,scooter,0.0,no,metropolitian,21,BANG,1,4,friday,0,15.0,8.0,morning,1.5524082366562466,short
VADRES08DEL02 ,,,,,,,01-03-2022,,,3,drinks,motorcycle,0.0,no,metropolitian,19,VAD,1,3,tuesday,0,,,,,
CHENRES18DEL01 ,32.0,4.8,12.981615,80.231598,13.091615,80.341598,08-03-2022,stormy,low,2,meal,motorcycle,0.0,no,urban,17,CHEN,8,3,tuesday,0,15.0,23.0,night,17.076407856166536,very_long
SURRES20DEL02 ,36.0,5.0,21.15276,72.778059,21.28276,72.908059,27-03-2022,fog,jam,0,snack,motorcycle,2.0,yes,metropolitian,44,SUR,27,3,sunday,1,10.0,19.0,evening,19.76218981785925,very_long
COIMBRES08DEL02 ,33.0,5.0,11.001852,76.976268,11.051852,77.026268,01-03-2022,fog,low,2,snack,motorcycle,0.0,no,metropolitian,15,COIMB,1,3,tuesday,0,5.0,23.0,night,7.79042498486729,medium
COIMBRES08DEL02 ,21.0,4.7,11.001852,76.976268,11.051852,77.026268,30-03-2022,windy,medium,0,snack,motorcycle,1.0,no,metropolitian,11,COIMB,30,3,wednesday,0,5.0,17.0,afternoon,7.79042498486729,medium
INDORES16DEL03 ,30.0,3.7,22.744648,75.894377,22.834648,75.984377,14-03-2022,sandstorms,jam,2,drinks,motorcycle,2.0,no,metropolitian,38,INDO,14,3,monday,0,5.0,19.0,evening,13.611585111772158,long
BANGRES010DEL01 ,21.0,4.9,12.933298,77.614293,13.043298,77.724293,29-03-2022,windy,low,0,snack,motorcycle,0.0,no,urban,21,BANG,29,3,tuesday,0,15.0,22.0,night,17.078028601490022,very_long
KNPRES03DEL01 ,35.0,4.8,26.469003,80.316344,26.509003,80.356344,15-02-2022,cloudy,medium,2,snack,scooter,0.0,no,metropolitian,17,KNP,15,2,tuesday,0,5.0,15.0,afternoon,5.969103925573009,medium
LUDHRES09DEL01 ,32.0,4.9,30.885814,75.786976,30.955814,75.856976,12-02-2022,stormy,jam,1,snack,scooter,1.0,no,metropolitian,30,LUDH,12,2,saturday,1,15.0,21.0,night,10.255391358669385,long
MYSRES17DEL01 ,36.0,5.0,12.326356,76.619103,12.336356,76.629103,19-03-2022,sunny,low,1,drinks,scooter,1.0,no,metropolitian,15,MYS,19,3,saturday,1,10.0,10.0,morning,1.5544994921789965,short
BANGRES13DEL01 ,20.0,4.7,12.935662,77.61413,12.975662,77.65413,19-03-2022,cloudy,medium,0,snack,motorcycle,1.0,no,metropolitian,23,BANG,19,3,saturday,1,5.0,15.0,afternoon,6.210589610314177,medium
HYDRES16DEL03 ,33.0,4.9,17.440827,78.393391,17.530827,78.483391,06-03-2022,cloudy,medium,0,snack,motorcycle,0.0,yes,metropolitian,41,HYD,6,3,sunday,1,10.0,18.0,evening,13.82967763210672,long
RANCHIRES06DEL03 ,36.0,4.5,23.357804,85.325146,23.447804,85.415146,02-03-2022,cloudy,medium,0,drinks,motorcycle,2.0,no,metropolitian,44,RANCHI,2,3,wednesday,0,5.0,19.0,evening,13.583143866695133,long
MYSRES04DEL01 ,37.0,4.8,12.3085,76.665808,12.3185,76.675808,01-03-2022,fog,low,1,buffet,scooter,0.0,no,urban,16,MYS,1,3,tuesday,0,15.0,10.0,morning,1.5545511732988062,short
INDORES03DEL03 ,33.0,4.6,22.751857,75.866699,22.841857,75.956699,25-03-2022,windy,low,1,meal,scooter,1.0,no,metropolitian,24,INDO,25,3,friday,0,15.0,23.0,night,13.611254468563875,long
PUNERES20DEL01 ,36.0,5.0,18.592718,73.773572,18.702718,73.883572,12-03-2022,sunny,medium,0,drinks,motorcycle,0.0,no,metropolitian,29,PUNE,12,3,saturday,1,5.0,17.0,afternoon,16.849939918016492,very_long
HYDRES14DEL02 ,32.0,4.6,17.426228,78.407495,17.506228,78.487495,29-03-2022,sandstorms,low,1,buffet,scooter,0.0,no,metropolitian,27,HYD,29,3,tuesday,0,15.0,23.0,night,12.293677673573285,long
BANGRES13DEL02 ,28.0,4.2,12.935662,77.61413,12.985662,77.66413,26-03-2022,cloudy,jam,2,meal,scooter,1.0,no,metropolitian,33,BANG,26,3,saturday,1,10.0,19.0,evening,7.763161028493024,medium
SURRES01DEL03 ,32.0,4.7,21.186438,72.794115,21.276438,72.884115,14-03-2022,windy,low,1,drinks,motorcycle,0.0,no,urban,27,SUR,14,3,monday,0,5.0,23.0,night,13.680927409309072,long
KOCRES17DEL02 ,38.0,5.0,9.959778,76.296106,10.009778,76.346106,15-02-2022,sunny,low,1,drinks,motorcycle,1.0,no,metropolitian,19,KOC,15,2,tuesday,0,15.0,23.0,night,7.803351143013712,medium
PUNERES14DEL03 ,39.0,4.3,18.516216,73.842527,18.606216,73.932527,18-03-2022,windy,jam,2,buffet,scooter,1.0,no,metropolitian,41,PUNE,18,3,friday,0,5.0,20.0,evening,13.789630729980562,long
VADRES03DEL03 ,33.0,4.9,22.32,73.17,22.38,73.23,01-03-2022,windy,low,1,buffet,scooter,1.0,no,urban,25,VAD,1,3,tuesday,0,5.0,23.0,night,9.087720328091445,medium
HYDRES19DEL01 ,26.0,4.6,17.458998,78.500366,17.528998,78.570366,04-03-2022,stormy,low,0,buffet,motorcycle,1.0,no,urban,19,HYD,4,3,friday,0,10.0,22.0,night,10.756185975480651,long
INDORES06DEL02 ,29.0,4.6,22.728163,75.884212,22.808163,75.964212,16-03-2022,sunny,medium,2,snack,scooter,1.0,no,urban,17,INDO,16,3,wednesday,0,10.0,17.0,afternoon,12.100062421152574,long
CHENRES08DEL01 ,25.0,4.5,13.022394,80.242439,13.132394,80.352439,06-04-2022,stormy,jam,2,buffet,motorcycle,0.0,no,metropolitian,19,CHEN,6,4,wednesday,0,5.0,21.0,night,17.075035490452994,very_long
RANCHIRES11DEL03 ,34.0,5.0,23.359194,85.325447,23.419194,85.385447,05-04-2022,sunny,jam,0,meal,motorcycle,1.0,no,metropolitian,22,RANCHI,5,4,tuesday,0,15.0,21.0,night,9.055855161965923,medium
INDORES010DEL02 ,21.0,4.7,22.75004,75.902847,22.77004,75.922847,03-04-2022,sunny,low,0,meal,motorcycle,1.0,no,metropolitian,19,INDO,3,4,sunday,1,15.0,8.0,morning,3.025098484224574,short
COIMBRES010DEL01 ,39.0,4.8,11.003008,76.97544,11.113008,77.08544,14-03-2022,stormy,low,2,snack,motorcycle,1.0,no,metropolitian,15,COIMB,14,3,monday,0,10.0,23.0,night,17.138041435510257,very_long
SURRES20DEL02 ,21.0,4.9,21.15276,72.778059,21.20276,72.828059,21-03-2022,cloudy,jam,0,snack,motorcycle,1.0,no,metropolitian,28,SUR,21,3,monday,0,10.0,19.0,evening,7.60180033473793,medium
RANCHIRES20DEL01 ,39.0,4.5,23.39925,85.390464,23.50925,85.500464,02-04-2022,windy,jam,2,snack,scooter,1.0,no,metropolitian,25,RANCHI,2,4,saturday,1,15.0,19.0,evening,16.59866734050554,very_long
HYDRES13DEL02 ,35.0,4.5,17.431477,78.40035,17.451477,78.42035,28-03-2022,sandstorms,low,2,snack,scooter,0.0,no,metropolitian,26,HYD,28,3,monday,0,15.0,10.0,morning,3.073618468414786,short
MUMRES12DEL03 ,28.0,4.6,19.207222,72.972281,19.297222,73.062281,18-03-2022,sunny,medium,0,meal,motorcycle,0.0,no,urban,15,MUM,18,3,friday,0,10.0,18.0,evening,13.762754362295334,long
BANGRES18DEL02 ,39.0,4.9,12.913041,77.683237,12.963041,77.733237,21-03-2022,cloudy,low,1,meal,motorcycle,0.0,no,urban,16,BANG,21,3,monday,0,10.0,23.0,night,7.7635043374686274,medium
PUNERES02DEL01 ,24.0,5.0,18.55144,73.804855,18.59144,73.844855,24-03-2022,sunny,medium,2,meal,motorcycle,0.0,no,urban,14,PUNE,24,3,thursday,0,10.0,16.0,afternoon,6.128551257919138,medium
SURRES20DEL03 ,22.0,4.6,21.15276,72.778059,21.18276,72.808059,21-03-2022,windy,low,2,snack,scooter,1.0,no,metropolitian,15,SUR,21,3,monday,0,10.0,23.0,night,4.561223681551846,short
MUMRES19DEL03 ,27.0,4.6,19.131141,72.813074,19.16114,72.843074,19-03-2022,sandstorms,medium,1,snack,motorcycle,0.0,no,metropolitian,25,MUM,19,3,saturday,1,15.0,17.0,afternoon,4.588898780683796,short
COIMBRES12DEL01 ,34.0,4.9,11.000762,76.981876,11.010762,76.991876,13-03-2022,stormy,low,2,snack,motorcycle,1.0,no,metropolitian,27,COIMB,13,3,sunday,1,15.0,9.0,morning,1.5581398113186737,short
AGRRES20DEL03 ,27.0,4.7,27.158822,78.045359,27.188822,78.075359,11-02-2022,sandstorms,medium,1,snack,motorcycle,1.0,no,urban,21,AGR,11,2,friday,0,5.0,18.0,evening,4.464846077192792,short
PUNERES01DEL01 ,32.0,4.4,18.569156,73.774723,18.679156,73.884723,02-04-2022,windy,jam,1,drinks,scooter,2.0,no,metropolitian,36,PUNE,2,4,saturday,1,5.0,19.0,evening,16.851045489710874,very_long
JAPRES18DEL01 ,32.0,4.3,26.913987,75.752891,26.983987,75.822891,12-03-2022,fog,jam,2,drinks,scooter,1.0,no,metropolitian,42,JAP,12,3,saturday,1,10.0,21.0,night,10.427215010407021,long
RANCHIRES08DEL02 ,30.0,5.0,23.353783,85.326967,23.373783,85.346967,28-03-2022,fog,high,2,meal,motorcycle,1.0,no,urban,34,RANCHI,28,3,monday,0,15.0,11.0,morning,3.018883117682491,short
SURRES18DEL02 ,22.0,4.5,21.149834,72.778666,21.169834,72.798666,17-03-2022,cloudy,high,2,snack,scooter,1.0,no,metropolitian,29,SUR,17,3,thursday,0,5.0,11.0,morning,3.040891552951612,short
